선수명,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도,Team,days,출신초등학교
김헌곤,No.32,1988년 11월 09일,외야수(우투우타),174cm/81kg,회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,10000만원,11 삼성 5라운드 36순위,11삼성,삼성 라이온즈,13574,회원초
김호진,No.60,2005년 07월 16일,내야수(우투우타),183cm/84kg,송정동초-충장중-진흥고,6000만원,3250만원,24 삼성 6라운드 54순위,24삼성,삼성 라이온즈,7481,송정동초
디아즈,No.0,1996년 11월 19일,내야수(좌투좌타),188cm/105kg,도미니카 Daniel Smith(고),,500000달러,24 삼성 자유선발,24삼성,삼성 라이온즈,10642,-
레예스,No.43,1996년 11월 02일,투수(우투우타),198cm/113kg,도미니카 Melida Altagracia Baez(고),100000달러,700000달러,24 삼성 자유선발,24삼성,삼성 라이온즈,10659,-
류지혁,No.16,1994년 01월 13일,내야수(우투좌타),181cm/75kg,청원초-선린중-충암고-두산-상무-두산-KIA,7000만원,60000만원,12 두산 4라운드 36순위,12두산,삼성 라이온즈,11683,청원초
박병호,No.52,1986년 07월 10일,내야수(우투우타),185cm/107kg,영일초(광명리틀)-영남중-성남고-상무-LG-히어로즈-미네소타-넥센-키움-KT,33000만원,38000만원,05 LG 1차,05LG,삼성 라이온즈,14427,영일초
박승규,No.107,2000년 09월 02일,외야수(우투우타),178cm/80kg,일산초-덕수중-경기고-삼성-상무,3000만원,5200만원,19 삼성 2차 9라운드 82순위,19삼성,삼성 라이온즈,9259,일산초
박장민,No.116,2003년 09월 02일,내야수(우투우타),179cm/80kg,칠성초-경상중-대구고,3000만원,3100만원,23 삼성 10라운드 98순위,,삼성 라이온즈,8164,칠성초
박주혁,No.101,2001년 05월 18일,투수(우투우타),182cm/82kg,남정초-덕수중-휘문고-삼성-상무,6000만원,3800만원,20 삼성 2차 5라운드 45순위,22삼성,삼성 라이온즈,9001,남정초
박준용,No.113,2003년 12월 19일,투수(우투우타),184cm/92kg,북삼초(구미시리틀)-구미중-경북고-수성대,15000만원,3000만원,24 삼성 2라운드 14순위,24삼성,삼성 라이온즈,8056,북삼초
박진우,No.111,2003년 10월 14일,포수(우투우타),176cm/87kg,글꽃초(대전중구리틀)-현도중-청주고,3000만원,3100만원,23 삼성 11라운드 108순위,,삼성 라이온즈,8122,글꽃초
배찬승,No.55,2006년 01월 01일,투수(좌투좌타),180cm/85kg,대구옥산초-협성경복중-대구고,40000만원,3000만원,25 삼성 1라운드 3순위,25삼성,삼성 라이온즈,7312,대구옥산초
백정현,No.29,1987년 07월 13일,투수(좌투좌타),184cm/80kg,대구옥산초-대구중-대구상원고,15000만원,40000만원,07 삼성 2차 1라운드 8순위,07삼성,삼성 라이온즈,14059,대구옥산초
송은범,No.46,1984년 03월 17일,투수(우투우타),182cm/93kg,서흥초-동산중-동산고-SK-KIA-한화-LG,40000만원,6000만원,03 SK 1차,03SK,삼성 라이온즈,15272,서흥초
신경민,No.110,2004년 03월 16일,투수(우투우타),186cm/103kg,칠성초-경상중-대구고,5000만원,3000만원,24 삼성 7라운드 64순위,,삼성 라이온즈,7968,칠성초
심재훈,No.38,2006년 03월 03일,내야수(우투우타),180cm/80kg,삼일초-평촌중-유신고,16000만원,3000만원,25 삼성 2라운드 13순위,25삼성,삼성 라이온즈,7251,삼일초
안주형,No.14,1993년 08월 14일,내야수(우투좌타),176cm/68kg,부산중앙초-부산중-부경고-영남대,,7000만원,16 삼성 육성선수,17삼성,삼성 라이온즈,11835,부산중앙초
양도근,No.68,2003년 02월 06일,내야수(우투우타),173cm/72kg,인천동막초-상인천중-장안고-강릉영동대,,3500만원,24 삼성 육성선수,24삼성,삼성 라이온즈,8372,인천동막초
양우현,No.53,2000년 04월 13일,내야수(우투좌타),175cm/82kg,남정초-충암중-충암고,8000만원,4000만원,19 삼성 2차 3라운드 22순위,19삼성,삼성 라이온즈,9401,남정초
양창섭,No.42,1999년 09월 22일,투수(우투우타),182cm/85kg,녹천초(노원구리틀)-청량중-덕수고,26000만원,4800만원,18 삼성 2차 1라운드 2순위,18삼성,삼성 라이온즈,9605,녹천초
양현,No.19,1992년 08월 23일,투수(우언우타),189cm/104kg,영랑초-한밭중-대전고-두산-상무-히어로즈-키움,3000만원,7000만원,11 두산 10라운드 73순위,11두산,삼성 라이온즈,12191,영랑초
오승환,No.21,1982년 07월 15일,투수(우투우타),178cm/93kg,도신초-우신중-경기고-단국대-삼성-한신-세인트루이스-토론토-콜로라도,18000만원,80000만원,05 삼성 2차 1라운드 5순위,05삼성,삼성 라이온즈,15883,도신초
오현석,No.103,2001년 03월 05일,내야수(우투좌타),183cm/99kg,고명초-홍은중-안산공고,8000만원,3300만원,21 삼성 2차 3라운드 23순위,21삼성,삼성 라이온즈,9075,고명초
우승완,No.128,2005년 09월 06일,투수(우투우타),186cm/90kg,대전구봉초(계룡시리틀)-충남중-세광고,4000만원,3000만원,25 삼성 9라운드 83순위,,삼성 라이온즈,7429,대전구봉초
원태인,No.18,2000년 04월 06일,투수(우투우타),183cm/92kg,율하초(중구리틀)-경복중-경북고,35000만원,63000만원,19 삼성 1차,19삼성,삼성 라이온즈,9408,율하초
유병선,No.102,2005년 09월 12일,투수(우투우타),181cm/84kg,무학초(성동구리틀)-청량중-경동고,3000만원,3000만원,24 삼성 11라운드 104순위,,삼성 라이온즈,7423,무학초
육선엽,No.4,2005년 07월 13일,투수(우투우타),190cm/90kg,백마초-서울신월중-장충고,25000만원,3500만원,24 삼성 1라운드 4순위,24삼성,삼성 라이온즈,7484,백마초
윤정빈,No.31,1999년 06월 24일,외야수(우투좌타),182cm/93kg,신도초-부천중-부천고-삼성-상무,7000만원,7400만원,18 삼성 2차 5라운드 42순위,18삼성,삼성 라이온즈,9695,신도초
이병헌,No.23,1999년 10월 26일,포수(우투우타),180cm/87kg,인천숭의초-인천신흥중-제물포고,8000만원,6500만원,19 삼성 2차 4라운드 32순위,19삼성,삼성 라이온즈,9571,인천숭의초
이상민,No.15,1990년 11월 04일,투수(좌투좌타),180cm/85kg,남도초(수성리틀)-대구중-경북고-동의대-NC-히어로즈-경찰-히어로즈-키움,4000만원,8500만원,13 NC 7라운드 66순위,13NC,삼성 라이온즈,12849,남도초
이성규,No.13,1993년 08월 03일,외야수(우투우타),178cm/82kg,광주대성초-광주동성중-광주동성고-인하대-삼성-경찰,8000만원,13000만원,16 삼성 2차 4라운드 31순위,16삼성,삼성 라이온즈,11846,광주대성초
이승민,No.28,2000년 08월 26일,투수(좌투좌타),174cm/79kg,본리초-경상중-대구고-삼성-상무,7000만원,5000만원,20 삼성 2차 4라운드 35순위,20삼성,삼성 라이온즈,9266,본리초
이승현,No.57,2002년 05월 19일,투수(좌투좌타),183cm/102kg,남도초-경복중-대구상원고,35000만원,12000만원,21 삼성 1차,21삼성,삼성 라이온즈,8635,남도초
이승현,No.20,1991년 11월 20일,투수(우투우타),181cm/92kg,화순초-진흥중-화순고-LG,10000만원,24000만원,10 LG 2라운드 16순위,10LG,삼성 라이온즈,12468,화순초
이재익,No.26,1994년 03월 18일,투수(좌투좌타),180cm/76kg,삼일초-중앙중-유신고,4000만원,6200만원,13 삼성 8라운드 68순위,20삼성,삼성 라이온즈,11619,삼일초
이재현,No.7,2003년 02월 04일,내야수(우투우타),180cm/82kg,서울이수초-선린중-서울고,22000만원,21000만원,22 삼성 1차,22삼성,삼성 라이온즈,8374,서울이수초
이재희,No.59,2001년 10월 11일,투수(우투좌타),187cm/100kg,대전신흥초-한밭중-대전고-삼성-상무,15000만원,3600만원,21 삼성 2차 1라운드 3순위,21삼성,삼성 라이온즈,8855,대전신흥초
이진용,No.117,2006년 06월 30일,외야수(우투좌타),183cm/80kg,평택부용초(모현메이필드)-평택청담중-북일고,6000만원,3000만원,25 삼성 6라운드 53순위,,삼성 라이온즈,7132,평택부용초
이창용,No.50,1999년 06월 03일,내야수(우투우타),184cm/89kg,을지초(노원구리틀)-청량중-신흥고-강릉영동대,4000만원,3300만원,21 삼성 2차 8라운드 73순위,24삼성,삼성 라이온즈,9716,을지초
이해승,No.56,2000년 08월 01일,내야수(우투우타),180cm/86kg,인천서림초-신흥중-인천고-삼성-상무,4000만원,4200만원,19 삼성 2차 8라운드 72순위,22삼성,삼성 라이온즈,9291,인천서림초
이현준,No.118,2001년 04월 20일,내야수(우투우타),182cm/80kg,연현초-금릉중-비봉고-한양대,4000만원,3200만원,24 삼성 8라운드 74순위,,삼성 라이온즈,9029,연현초
이호성,No.1,2004년 08월 14일,투수(우투우타),184cm/87kg,도원초(부천소사리틀)-동인천중-인천고,20000만원,4000만원,23 삼성 1라운드 8순위,23삼성,삼성 라이온즈,7817,도원초
임창민,No.45,1985년 08월 25일,투수(우투우타),183cm/94kg,광주대성초-광주동성중-광주동성고-연세대-히어로즈-경찰-히어로즈-NC-두산,7000만원,20000만원,08 현대 2차 2라운드 11순위,08우리,삼성 라이온즈,14746,광주대성초
전병우,No.34,1992년 10월 24일,내야수(우투우타),182cm/93kg,동삼초-경남중-개성고-동아대-롯데-키움,9000만원,7500만원,15 롯데 2차 3라운드 28순위,18롯데,삼성 라이온즈,12129,동삼초
정민성,No.148,2005년 05월 09일,투수(우투우타),184cm/98kg,군산중앙초-군산중-군산상일고,8000만원,3000만원,24 삼성 4라운드 34순위,24삼성,삼성 라이온즈,7549,군산중앙초
주한울,No.104,2002년 06월 08일,외야수(우투우타),183cm/83kg,성동초-건대부중-배명고,7000만원,3000만원,21 삼성 2차 4라운드 33순위,21삼성,삼성 라이온즈,8615,성동초
진희성,No.115,2006년 05월 18일,투수(우투우타),179cm/90kg,인천서림초-우신중-동산고,3000만원,3000만원,25 삼성 11라운드 103순위,,삼성 라이온즈,7175,인천서림초
차동영,No.106,2002년 11월 01일,포수(우투우타),181cm/82kg,갈곡초(기흥구리틀)-모가중-강릉고,8000만원,3000만원,22 삼성 2차 3라운드 23순위,22삼성,삼성 라이온즈,8469,갈곡초
차승준,No.35,2006년 11월 20일,내야수(우투좌타),181cm/88kg,무학초-창원신월중-용마고,12000만원,3000만원,25 삼성 3라운드 23순위,25삼성,삼성 라이온즈,6989,무학초
천겸,No.114,2006년 01월 25일,투수(우투우타),179cm/88kg,부산수영초-개성중-부산고,4000만원,3000만원,25 삼성 8라운드 73순위,,삼성 라이온즈,7288,부산수영초
최성훈,No.54,1989년 10월 11일,투수(좌투좌타),178cm/75kg,가동초-잠신중-경기고-경희대-LG,11000만원,7800만원,12 LG 2라운드 16순위,12LG,삼성 라이온즈,13238,가동초
최예한,No.109,2002년 06월 02일,투수(우투우타),183cm/90kg,양정초-포항제철중-포항제철고-성균관대,,3000만원,25 삼성 육성선수,,삼성 라이온즈,8621,양정초
최원태,No.3,1997년 01월 07일,투수(우투우타),184cm/104kg,인헌초(용산구리틀)-서울경원중-서울고-히어로즈-키움-LG,35000만원,20000만원,15 넥센 1차,15넥센,삼성 라이온즈,10593,인헌초
최지광,No.11,1998년 03월 13일,투수(우투우타),173cm/85kg,감천초-대신중-부산고-삼성-상무,13000만원,17000만원,17 삼성 2차 1라운드 9순위,17삼성,삼성 라이온즈,10163,감천초
최충연,No.51,1997년 03월 05일,투수(우투우타),190cm/85kg,대구수창초-대구중-경북고,28000만원,4500만원,16 삼성 1차,16삼성,삼성 라이온즈,10536,대구수창초
최하늘,No.37,1999년 03월 26일,투수(우언우타),190cm/99kg,서울학동초-자양중-경기고-롯데-상무,5000만원,6000만원,18 롯데 2차 7라운드 63순위,19롯데,삼성 라이온즈,9785,서울학동초
함수호,No.40,2006년 03월 10일,외야수(좌투좌타),181cm/88kg,구미인동초(구미시리틀)-협성경복중-대구상원고,9000만원,3000만원,25 삼성 4라운드 33순위,25삼성,삼성 라이온즈,7244,구미인동초
홍원표,No.65,2001년 03월 27일,투수(우투우타),183cm/86kg,신도초-부천중-부천고,8000만원,3550만원,20 삼성 2차 3라운드 25순위,20삼성,삼성 라이온즈,9053,신도초
홍준영,No.112,2004년 08월 18일,투수(우투우타),180cm/76kg,안산중앙초(안산리틀)-일직중-경주고-동원과학기술대,5000만원,3000만원,25 삼성 7라운드 63순위,,삼성 라이온즈,7813,안산중앙초
홍현빈,No.63,1997년 08월 29일,외야수(우투좌타),174cm/70kg,수원신곡초-매송중-유신고-KT-상무,9000만원,4500만원,17 KT 2차 3라운드 21순위,17KT,삼성 라이온즈,10359,수원신곡초
황동재,No.61,2001년 11월 03일,투수(우투우타),191cm/97kg,율하초-경운중-경북고,23000만원,6200만원,20 삼성 1차,20삼성,삼성 라이온즈,8832,율하초
후라도,No.75,1996년 01월 30일,투수(우투우타),188cm/109kg,파나마 San Judas Tadeo(고)-키움,,700000달러,23 키움 자유선발,23키움,삼성 라이온즈,10936,-
강성우,No.67,2005년 04월 12일,내야수(우투우타),182cm/77kg,대전유천초-한밭중-청주고,7000만원,3100만원,24 롯데 5라운드 43순위,24롯데,롯데 자이언츠,7576,대전유천초
강승구,No.39,2003년 10월 19일,포수(우투우타),180cm/83kg,동막초-상인천중-제물포고-강릉영동대,,3100만원,24 롯데 육성선수,24롯데,롯데 자이언츠,8117,동막초
고승민,No.2,2000년 08월 11일,내야수(우투좌타),189cm/92kg,군산신풍초-천안북중-북일고,15000만원,18500만원,19 롯데 2차 1라운드 8순위,19롯데,롯데 자이언츠,9281,군산신풍초
구승민,No.22,1990년 06월 12일,투수(우투우타),182cm/86kg,동일초(도봉구리틀)-청원중-청원고-홍익대-롯데-상무,5000만원,30000만원,13 롯데 6라운드 52순위,14롯데,롯데 자이언츠,12994,동일초
김강현,No.19,1995년 02월 27일,투수(우투좌타),177cm/84kg,고명초-청원중-청원고,,4000만원,15 롯데 육성선수,16롯데,롯데 자이언츠,11273,고명초
김대현,No.100,2003년 11월 15일,외야수(우투우타),176cm/84kg,광주서림초-광주충장BC-광주제일고-부산과학기술대,,3000만원,24 롯데 육성선수,,롯데 자이언츠,8090,광주서림초
김도규,No.124,1998년 07월 11일,투수(우투우타),192cm/118kg,고봉초-충암중-안산공고,9000만원,4000만원,18 롯데 2차 3라운드 23순위,18롯데,롯데 자이언츠,10043,고봉초
김동규,No.121,1999년 04월 08일,내야수(우투우타),185cm/85kg,안일초(안양시리틀)-현도중-포항제철고,6000만원,3000만원,19 롯데 2차 6라운드 58순위,20롯데,롯데 자이언츠,9772,안일초
김동혁,No.50,2000년 09월 15일,외야수(좌투좌타),177cm/77kg,서화초-상인천중-제물포고-강릉영동대,,3300만원,22 롯데 2차 7라운드 64순위,23롯데,롯데 자이언츠,9246,서화초
김동현,No.102,2004년 12월 30일,외야수(우투좌타),185cm/100kg,인천병방초(인천서구리틀)-재능중-제물포고-부산과학기술대,6000만원,3000만원,25 롯데 6라운드 54순위,,롯데 자이언츠,7679,인천병방초
김민성,No.16,1988년 12월 17일,내야수(우투우타),181cm/94kg,고명초-잠신중-덕수정보고-(영남사이버대)-롯데-히어로즈-키움-LG,10000만원,20000만원,07 롯데 2차 2라운드 13순위,07롯데,롯데 자이언츠,13536,고명초
김상수,No.24,1988년 01월 02일,투수(우투우타),180cm/88kg,신자초(자이언츠리틀)-자양중-신일고-(방송통신대)-삼성-상무-키움-SK-SSG,13000만원,24000만원,06 삼성 2차 2라운드 15순위,06삼성,롯데 자이언츠,13886,신자초
김세민,No.119,2003년 06월 14일,내야수(우투우타),183cm/78kg,강릉중앙초-하슬라중-강릉고,8000만원,3100만원,22 롯데 2차 3라운드 28순위,22롯데,롯데 자이언츠,8244,강릉중앙초
김원중,No.34,1993년 06월 14일,투수(우투좌타),192cm/96kg,학강초-광주동성중-광주동성고,15000만원,110000만원,12 롯데 1라운드 5순위,12롯데,롯데 자이언츠,11896,학강초
김진욱,No.15,2002년 07월 05일,투수(좌투좌타),185cm/90kg,수원신곡초-춘천중-강릉고,37000만원,10000만원,21 롯데 2차 1라운드 1순위,21롯데,롯데 자이언츠,8588,수원신곡초
김태균,No.107,2006년 07월 31일,투수(우투우타),191cm/97kg,(부산동래구리틀)-대신중-경남고,3000만원,3000만원,25 롯데 10라운드 94순위,,롯데 자이언츠,7101,-
김태현,No.66,2005년 11월 16일,투수(좌투좌타),185cm/87kg,광주서림초-진흥중-광주제일고,30000만원,3000만원,25 롯데 1라운드 4순위,25롯데,롯데 자이언츠,7358,광주서림초
김현우,No.101,2006년 03월 18일,투수(우투우타),183cm/90kg,수지초(분당로열스리틀)-여강중-야탑고,10000만원,3000만원,25 롯데 3라운드 24순위,,롯데 자이언츠,7236,수지초
나균안,No.43,1998년 03월 16일,투수(우투우타),186cm/109kg,무학초-창원신월중-용마고,15000만원,12000만원,17 롯데 2차 1라운드 3순위,17롯데,롯데 자이언츠,10160,무학초
나승엽,No.51,2002년 02월 15일,내야수(우투좌타),190cm/82kg,남정초-선린중-덕수고-롯데-상무,50000만원,12000만원,21 롯데 2차 2라운드 11순위,21롯데,롯데 자이언츠,8728,남정초
노진혁,No.52,1989년 07월 15일,내야수(우투좌타),184cm/80kg,광주대성초-광주동성중-광주동성고-성균관대-NC-상무-NC,8000만원,70000만원,12 NC 특별 20순위,12NC,롯데 자이언츠,13326,광주대성초
데이비슨,No.36,1996년 03월 25일,투수(좌투좌타),188cm/97kg,미국 Midland(대),350000달러,500000달러,25 롯데 자유선발,25롯데,롯데 자이언츠,10881,-
레이예스,No.29,1994년 10월 05일,외야수(우투양타),196cm/87kg,베네수엘라 Dr Felipe Guevara(고),100000달러,800000달러,24 롯데 자유선발,24롯데,롯데 자이언츠,11418,-
박건우,No.109,2003년 02월 01일,포수(우투우타),183cm/92kg,성동초-건대부중-장충고-고려대,,1500만원,25 롯데 육성선수,,롯데 자이언츠,8377,성동초
박로건,No.117,2001년 08월 27일,투수(좌투좌타),186cm/88kg,군산중앙초-청원중-전주고,11000만원,3100만원,20 롯데 2차 2라운드 14순위,20롯데,롯데 자이언츠,8900,군산중앙초
박세웅,No.21,1995년 11월 30일,투수(우투우타),182cm/85kg,대구경운초-경운중-경북고-KT,20000만원,135000만원,14 KT 1차,14KT,롯데 자이언츠,10997,대구경운초
박세현,No.68,2006년 01월 21일,투수(우투우타),183cm/88kg,중화초(중랑구리틀)-상명중-배명고,15000만원,3000만원,25 롯데 2라운드 14순위,25롯데,롯데 자이언츠,7292,중화초
박승욱,No.53,1992년 12월 04일,내야수(우투좌타),184cm/83kg,칠성초-경복중-대구상원고-SK-KT,8000만원,17000만원,12 SK 3라운드 31순위,12SK,롯데 자이언츠,12088,칠성초
박시영,No.25,1989년 03월 10일,투수(우투우타),181cm/92kg,축현초-인천신흥중-제물포고-(영남사이버대)-롯데-KT,,5000만원,08 롯데 2차 4라운드 31순위,10롯데,롯데 자이언츠,13453,축현초
박영완,No.120,2000년 07월 22일,투수(우투좌타),183cm/85kg,양덕초-마산동중-대구고,6000만원,3100만원,19 롯데 2차 5라운드 48순위,19롯데,롯데 자이언츠,9301,양덕초
박재엽,No.63,2006년 01월 23일,포수(우투우타),184cm/92kg,부산대연초-개성중-부산고,8000만원,3000만원,25 롯데 4라운드 34순위,25롯데,롯데 자이언츠,7290,부산대연초
박준우,No.58,2005년 05월 27일,투수(우투우타),190cm/94kg,상동초(부천시리틀)-부천중-유신고,8000만원,3100만원,24 롯데 4라운드 33순위,24롯데,롯데 자이언츠,7531,상동초
박지훈,No.108,2002년 05월 14일,내야수(우투우타),176cm/75kg,서흥초-동산중-동산고-송원대,,1500만원,25 롯데 육성선수,,롯데 자이언츠,8640,서흥초
박진,No.44,1999년 04월 02일,투수(우투우타),182cm/106kg,부산대연초-부산중-부산고,8000만원,6000만원,19 롯데 2차 4라운드 38순위,19롯데,롯데 자이언츠,9778,부산대연초
박진형,No.40,1994년 06월 10일,투수(우투우타),181cm/77kg,영랑초-경포중-강릉고,10000만원,5600만원,13 롯데 2라운드 13순위,15롯데,롯데 자이언츠,11535,영랑초
반즈,No.28,1995년 10월 01일,투수(좌투좌타),189cm/91kg,미국 Clemson(대),150000달러,950000달러,22 롯데 자유선발,22롯데,롯데 자이언츠,11057,-
배세종,No.122,2001년 12월 01일,투수(우투우타),190cm/108kg,부림초(안양시리틀)-충암중-충암고-동아대,,3000만원,24 롯데 육성선수,,롯데 자이언츠,8804,부림초
백두산,No.62,2001년 05월 20일,포수(우투우타),180cm/95kg,부산수영초-대천중-개성고-동의대,,3100만원,24 롯데 육성선수,24롯데,롯데 자이언츠,8999,부산수영초
서동욱,No.35,2000년 03월 24일,포수(우투우타),175cm/88kg,순천남산초-순천이수중-순천효천고BC-홍익대,,3500만원,23 롯데 육성선수,23롯데,롯데 자이언츠,9421,순천남산초
손성빈,No.6,2002년 01월 14일,포수(우투우타),186cm/92kg,희망대초-경기신흥중-장안고-롯데-상무,15000만원,6800만원,21 롯데 1차,21롯데,롯데 자이언츠,8760,희망대초
손호영,No.33,1994년 08월 23일,내야수(우투우타),182cm/88kg,의왕부곡초-평촌중-충훈고-LG,,12500만원,20 LG 2차 3라운드 23순위,14시카고컵스,롯데 자이언츠,11461,의왕부곡초
송재영,No.59,2002년 06월 20일,투수(좌투좌타),181cm/84kg,수원잠원초(수원영통구리틀)-매향중-라온고-롯데-상무,6000만원,3200만원,21 롯데 2차 4라운드 31순위,21롯데,롯데 자이언츠,8603,수원잠원초
신병률,No.12,1996년 01월 30일,투수(우언우타),175cm/82kg,둔촌초-잠신중-휘문고-단국대-KT,6000만원,3100만원,18 KT 2차 6라운드 51순위,18KT,롯데 자이언츠,10936,둔촌초
신윤후,No.3,1996년 01월 05일,내야수(우투우타),177cm/77kg,무학초-마산중-마산고-동의대,3000만원,4800만원,19 롯데 2차 10라운드 98순위,19롯데,롯데 자이언츠,10961,무학초
심재민,No.23,1994년 02월 18일,투수(좌투우타),182cm/92kg,장유초(김해엔젤스리틀)-개성중-개성고-(전남과학대)-KT,25000만원,5400만원,14 KT 우선지명,14KT,롯데 자이언츠,11647,장유초
엄장윤,No.123,2003년 10월 07일,포수(우투우타),179cm/78kg,사직초(부산동래구리틀)-사직중-부경고,2000만원,3000만원,22 롯데 2차 8라운드 74순위,,롯데 자이언츠,8129,사직초
오창현,No.114,2002년 05월 21일,외야수(좌투좌타),165cm/65kg,서울자운초(노원구리틀)-자양중-신일고-중앙대,,1500만원,25 롯데 육성선수,,롯데 자이언츠,8633,서울자운초
유강남,No.27,1992년 07월 15일,포수(우투우타),182cm/88kg,청원초-휘문중-서울고-LG-상무-LG,4000만원,110000만원,11 LG 7라운드 50순위,11LG,롯데 자이언츠,12230,청원초
유태웅,No.112,2002년 03월 13일,내야수(우투우타),175cm/77kg,효제초-홍은중-성남고-동의대,,1500만원,25 롯데 육성선수,,롯데 자이언츠,8702,효제초
윤동희,No.91,2003년 09월 18일,외야수(우투우타),187cm/85kg,현산초-대원중-야탑고,8000만원,20000만원,22 롯데 2차 3라운드 24순위,22롯데,롯데 자이언츠,8148,현산초
윤성빈,No.55,1999년 02월 26일,투수(우투우타),197cm/90kg,동일중앙초-경남중-부산고,45000만원,3100만원,17 롯데 1차,17롯데,롯데 자이언츠,9813,동일중앙초
이민석,No.37,2003년 12월 10일,투수(우투우타),189cm/95kg,부산수영초-대천중-개성고,20000만원,4000만원,22 롯데 1차,22롯데,롯데 자이언츠,8065,부산수영초
이병준,No.45,2002년 05월 28일,투수(우투우타),185cm/95kg,부산청동초(부산영도구리틀)-경남중-개성고,3000만원,3000만원,21 롯데 2차 7라운드 61순위,25롯데,롯데 자이언츠,8626,부산청동초
이상화,No.113,2002년 03월 25일,외야수(우투우타),181cm/87kg,포항대해초-포항제철중-포항제철고-강릉영동대,,1500만원,25 롯데 육성선수,,롯데 자이언츠,8690,포항대해초
이승헌,No.47,1998년 12월 19일,투수(우투우타),196cm/97kg,무학초-마산동중-용마고,18000만원,4500만원,18 롯데 2차 1라운드 3순위,18롯데,롯데 자이언츠,9882,무학초
이영재,No.103,2006년 10월 20일,투수(좌투좌타),180cm/71kg,태봉초(의정부시유소년야구단)-신흥중-신흥고,5000만원,3000만원,25 롯데 7라운드 64순위,,롯데 자이언츠,7020,태봉초
이인한,No.54,1998년 12월 24일,외야수(우투우타),183cm/95kg,광주대성초-심석중-강릉고-강릉영동대,3000만원,3100만원,20 KIA 2차 9라운드 86순위,24롯데,롯데 자이언츠,9877,광주대성초
이정훈,No.48,1994년 12월 07일,외야수(우투좌타),185cm/90kg,교문초-배재중-휘문고-경희대-KIA-상무-KIA,3000만원,6500만원,17 KIA 2차 10라운드 94순위,17KIA,롯데 자이언츠,11355,교문초
이주찬,No.116,1998년 09월 21일,내야수(우투우타),181cm/86kg,송수초(해운대리틀)-센텀중-경남고-동의대,,3200만원,21 롯데 육성선수,21롯데,롯데 자이언츠,9971,송수초
이태경,No.111,2002년 11월 24일,내야수(우투우타),176cm/77kg,광주송정동초-무등중-광주제일고-한일장신대,,1500만원,25 롯데 육성선수,,롯데 자이언츠,8446,광주송정동초
이호준,No.30,2004년 03월 20일,내야수(우투좌타),172cm/72kg,대구옥산초-대구경운중-대구상원고,10000만원,3100만원,24 롯데 3라운드 23순위,24롯데,롯데 자이언츠,7964,대구옥산초
장두성,No.7,1999년 09월 16일,외야수(우투좌타),176cm/75kg,축현초-재능중-동산고,3000만원,4600만원,18 롯데 2차 10라운드 93순위,21롯데,롯데 자이언츠,9611,축현초
전미르,No.61,2005년 08월 15일,투수(우투우타),187cm/100kg,본리초-협성경복중-경북고,30000만원,4300만원,24 롯데 1라운드 3순위,24롯데,롯데 자이언츠,7451,본리초
전민재,No.13,1999년 06월 30일,내야수(우투우타),181cm/73kg,천안남산초-천안북중-대전고-두산,7000만원,7500만원,18 두산 2차 4라운드 40순위,18두산,롯데 자이언츠,9689,천안남산초
전준우,No.8,1986년 02월 25일,외야수(우투우타),184cm/98kg,흥무초-경주중-경주고-건국대-롯데-경찰,10000만원,40000만원,08 롯데 2차 2라운드 15순위,08롯데,롯데 자이언츠,14562,흥무초
정보근,No.42,1999년 08월 31일,포수(우투우타),175cm/89kg,부산수영초-경남중-경남고,3000만원,7700만원,18 롯데 2차 9라운드 83순위,19롯데,롯데 자이언츠,9627,부산수영초
정선우,No.115,2002년 06월 12일,투수(좌투좌타),173cm/80kg,관동초(김해시리틀)-개성중-마산고-동아대,,1500만원,25 롯데 육성선수,,롯데 자이언츠,8611,관동초
정성종,No.18,1995년 11월 16일,투수(우투좌타),181cm/93kg,광주서석초-무등중-광주제일고-인하대-롯데-상무,10000만원,3700만원,18 롯데 2차 2라운드 13순위,18롯데,롯데 자이언츠,11011,광주서석초
정우준,No.46,2000년 03월 17일,투수(우투우타),180cm/82kg,태랑초(남양주리틀)-청원중-서울고-강릉영동대-롯데-상무,5000만원,3200만원,21 롯데 2차 6라운드 51순위,21롯데,롯데 자이언츠,9428,태랑초
정철원,No.65,1999년 03월 27일,투수(우투우타),192cm/95kg,역북초-송전중-안산공고-두산,10000만원,12000만원,18 두산 2차 2라운드 20순위,18두산,롯데 자이언츠,9784,역북초
정현수,No.57,2001년 05월 10일,투수(좌투좌타),180cm/84kg,부산대연초-부산중-부산고-송원대,15000만원,4000만원,24 롯데 2라운드 13순위,24롯데,롯데 자이언츠,9009,부산대연초
정훈,No.9,1987년 07월 18일,내야수(우투우타),180cm/85kg,양덕초-마산동중-용마고,,20000만원,06 현대 육성선수,10롯데,롯데 자이언츠,14054,양덕초
조세진,No.5,2003년 11월 21일,외야수(우투우타),181cm/86kg,장안초(성남중원구리틀)-선린중-서울고-롯데-상무,13000만원,4000만원,22 롯데 2차 1라운드 4순위,22롯데,롯데 자이언츠,8084,장안초
조영우,No.104,2006년 05월 15일,투수(우투우타),182cm/82kg,인천서림초-동산중-인천고,3000만원,3000만원,25 롯데 11라운드 104순위,,롯데 자이언츠,7178,인천서림초
